"","c1","c2","c3","gene"
"B2m.2",5,5,5,"B2m.2"
"Plscr1.1",3,3,3,"Plscr1.1"
"Ctdspl2.2",1,1,1,"Ctdspl2.2"
"Atg12",2,2,2,"Atg12"
"C230078M08Rik",1,1,1,"C230078M08Rik"
"1110038F14Rik",6,6,6,"1110038F14Rik"
"BC068157",7,7,7,"BC068157"
"Cst3",2,2,2,"Cst3"
"Hnrpm.1",6,6,6,"Hnrpm.1"
"Msr2",7,7,7,"Msr2"
"Rbm43",5,5,5,"Rbm43"
"1500032D16Rik.1",4,4,4,"1500032D16Rik.1"
"Tanc2.1",7,7,7,"Tanc2.1"
"Lysmd1",2,2,2,"Lysmd1"
"Gemin6.2",3,3,3,"Gemin6.2"
"Crabp2",3,3,3,"Crabp2"
"Ctnnbip1",4,4,4,"Ctnnbip1"
"Dapk2.1",1,1,1,"Dapk2.1"
"5730446C15Rik",7,7,7,"5730446C15Rik"
"Hrsp12.2",3,3,3,"Hrsp12.2"
"BC016495",4,4,4,"BC016495"
"Il24",7,7,7,"Il24"
"Aktip",7,7,7,"Aktip"
"1110012D08Rik",2,2,2,"1110012D08Rik"
"Adamtsl5",4,4,4,"Adamtsl5"
"Ak3l1",4,4,4,"Ak3l1"
"Nagk.3",2,2,2,"Nagk.3"
"LOC433801.1",1,1,1,"LOC433801.1"
"Clcn7",6,6,6,"Clcn7"
"Klk8",2,2,2,"Klk8"
"Dyrk1b.2",2,2,2,"Dyrk1b.2"
"Cct6b",7,7,7,"Cct6b"
"Hnrpk.2",3,3,3,"Hnrpk.2"
"Hexim2.2",4,4,4,"Hexim2.2"
"Id1",4,4,4,"Id1"
"Arsa",2,2,2,"Arsa"
"Ifnar2",1,1,1,"Ifnar2"
"Cenpb",7,7,7,"Cenpb"
"Nat5.2",3,3,3,"Nat5.2"
"2810407C02Rik.3",5,5,5,"2810407C02Rik.3"
"Atp6v0a2",6,6,6,"Atp6v0a2"
"Arpc1a.2",3,3,3,"Arpc1a.2"
"Timm44.2",3,3,3,"Timm44.2"
"Stat2",1,1,1,"Stat2"
"Prr11",4,4,4,"Prr11"
"Ldhd.2",2,2,2,"Ldhd.2"
"Acot11.2",2,2,2,"Acot11.2"
"Cyp2s1",2,2,2,"Cyp2s1"
"Sp100.1",5,5,5,"Sp100.1"
"Pi4k2b.3",3,3,3,"Pi4k2b.3"
"Ccdc18.1",4,4,4,"Ccdc18.1"
"Pfkm.2",4,4,4,"Pfkm.2"
"Osbpl2",4,4,4,"Osbpl2"
"Tgm1",7,7,7,"Tgm1"
"Dctn2.2",7,7,7,"Dctn2.2"
"S100a3",7,7,7,"S100a3"
"Rbm47.3",8,8,8,"Rbm47.3"
"Zfp365",1,1,1,"Zfp365"
"Ccng2",7,7,7,"Ccng2"
"Zmynd11",8,8,8,"Zmynd11"
"Muc1.3",3,3,3,"Muc1.3"
"Osm",2,2,2,"Osm"
"Tspo.2",5,5,5,"Tspo.2"
"Gcnt2.4",7,7,7,"Gcnt2.4"
"H2-K1.1",5,5,5,"H2-K1.1"
"Cope.2",4,4,4,"Cope.2"
"Gpx7",2,2,2,"Gpx7"
"Hsh2d",1,1,1,"Hsh2d"
"2410018G20Rik",4,4,4,"2410018G20Rik"
"Ifng.1",3,3,3,"Ifng.1"
"Igtp",5,5,5,"Igtp"
"Trerf1.1",4,4,4,"Trerf1.1"
"Ulk1",8,8,8,"Ulk1"
"Endod1",1,1,1,"Endod1"
"Nos3.2",4,4,4,"Nos3.2"
"Plekha8.1",3,3,3,"Plekha8.1"
"Sts",7,7,7,"Sts"
"Cox17",3,3,3,"Cox17"
"Ltbp1.4",7,7,7,"Ltbp1.4"
"Esr1.1",1,1,1,"Esr1.1"
"Zmynd11.1",8,8,8,"Zmynd11.1"
"Syce2",4,4,4,"Syce2"
"Slc25a14",3,3,3,"Slc25a14"
"1110067D22Rik",1,1,1,"1110067D22Rik"
"Rem2",7,7,7,"Rem2"
"Camk2n1.1",4,4,4,"Camk2n1.1"
"Cacna2d3",7,7,7,"Cacna2d3"
"Gadd45g.1",1,1,1,"Gadd45g.1"
"Tarbp2.1",3,3,3,"Tarbp2.1"
"Sav1",4,4,4,"Sav1"
"Lamp2.1",1,1,1,"Lamp2.1"
"Dhx58.1",1,1,1,"Dhx58.1"
"Pafah1b3",4,4,4,"Pafah1b3"
"St3gal2.1",7,7,7,"St3gal2.1"
"Gbp6.1",5,5,5,"Gbp6.1"
"Ulk1.1",8,8,8,"Ulk1.1"
"Slc2a1",4,4,4,"Slc2a1"
"Ube2l6",1,1,1,"Ube2l6"
"Ociad2.2",1,1,1,"Ociad2.2"
"Trex1.1",3,3,3,"Trex1.1"
"Prkrip1",3,3,3,"Prkrip1"
"3000004C01Rik.2",4,4,4,"3000004C01Rik.2"
"LOC433632",1,1,1,"LOC433632"
"Odf2.3",3,3,3,"Odf2.3"
"Katnal1",2,2,2,"Katnal1"
"OTTMUSG00000017866",7,7,7,"OTTMUSG00000017866"
"St6gal1.1",2,2,2,"St6gal1.1"
"Muc13.1",7,7,7,"Muc13.1"
"Gys1",4,4,4,"Gys1"
"Gpi1",4,4,4,"Gpi1"
"Hist1h4f",1,1,1,"Hist1h4f"
"Kcnk5.2",7,7,7,"Kcnk5.2"
"Dock9.2",5,5,5,"Dock9.2"
"C030045D06Rik.2",1,1,1,"C030045D06Rik.2"
"Abhd4",7,7,7,"Abhd4"
"Gatad1.2",4,4,4,"Gatad1.2"
"4932438H23Rik.1",7,7,7,"4932438H23Rik.1"
"Gorasp1.2",3,3,3,"Gorasp1.2"
"Thrap2",8,8,8,"Thrap2"
"Pparg.2",7,7,7,"Pparg.2"
"Tbx21",3,3,3,"Tbx21"
"Mettl9",4,4,4,"Mettl9"
"Palm.1",4,4,4,"Palm.1"
"Rpo1-4.1",6,6,6,"Rpo1-4.1"
"Dusp14",3,3,3,"Dusp14"
"Pon2",6,6,6,"Pon2"
"Rab19.1",1,1,1,"Rab19.1"
"Itih5.1",2,2,2,"Itih5.1"
"Lsm8",3,3,3,"Lsm8"
"Ryk.1",3,3,3,"Ryk.1"
"Hddc2.1",3,3,3,"Hddc2.1"
"Dkkl1.1",7,7,7,"Dkkl1.1"
"Slc9a5",3,3,3,"Slc9a5"
"Ptpre.2",7,7,7,"Ptpre.2"
"Igsf9",3,3,3,"Igsf9"
"Cox18.1",3,3,3,"Cox18.1"
"Acoxl",3,3,3,"Acoxl"
"2310005E10Rik.1",7,7,7,"2310005E10Rik.1"
"Mast2.1",3,3,3,"Mast2.1"
"Rps5",2,2,2,"Rps5"
"3110001A13Rik",2,2,2,"3110001A13Rik"
"Cep250.1",6,6,6,"Cep250.1"
"Capn3.2",1,1,1,"Capn3.2"
"Sc4mol",7,7,7,"Sc4mol"
"Gpld1",7,7,7,"Gpld1"
"Nfkbie.1",6,6,6,"Nfkbie.1"
"6030408C04Rik.2",4,4,4,"6030408C04Rik.2"
"Bcl2.1",2,2,2,"Bcl2.1"
"Dync1i2.1",5,5,5,"Dync1i2.1"
"Sil1",4,4,4,"Sil1"
"Ppp3ca.2",5,5,5,"Ppp3ca.2"
"Lgals4.1",2,2,2,"Lgals4.1"
"Nfkbil1",7,7,7,"Nfkbil1"
"Hrsp12.3",3,3,3,"Hrsp12.3"
"Elmo2.3",4,4,4,"Elmo2.3"
"H2-D1.1",5,5,5,"H2-D1.1"
"Arhgef9.1",4,4,4,"Arhgef9.1"
"Vamp2",8,8,8,"Vamp2"
"Ghrh",4,4,4,"Ghrh"
"Tapbpl.2",6,6,6,"Tapbpl.2"
"Ripk3",1,1,1,"Ripk3"
"Tegt",5,5,5,"Tegt"
"Mocos",7,7,7,"Mocos"
"6720467C03Rik.1",3,3,3,"6720467C03Rik.1"
"Aof1.3",3,3,3,"Aof1.3"
"H2afy",1,1,1,"H2afy"
"A430005L14Rik.2",6,6,6,"A430005L14Rik.2"
"EG331493.1",7,7,7,"EG331493.1"
"Creb5",7,7,7,"Creb5"
"F730014I05Rik.1",2,2,2,"F730014I05Rik.1"
"Cope.3",4,4,4,"Cope.3"
"Dyrk3",7,7,7,"Dyrk3"
"Zfp212.3",8,8,8,"Zfp212.3"
"Ankrd47",7,7,7,"Ankrd47"
"Tbc1d22a",4,4,4,"Tbc1d22a"
"Antxr2",8,8,8,"Antxr2"
"Hebp1",2,2,2,"Hebp1"
"Polh",4,4,4,"Polh"
"Cysltr1",7,7,7,"Cysltr1"
"Ei24",7,7,7,"Ei24"
"Smtnl2",4,4,4,"Smtnl2"
"Ier3",4,4,4,"Ier3"
"Smpdl3a",5,5,5,"Smpdl3a"
"Jag2",4,4,4,"Jag2"
"Irf9.1",5,5,5,"Irf9.1"
"Exosc7",6,6,6,"Exosc7"
"Csnk1d.4",4,4,4,"Csnk1d.4"
"Nqo2.2",1,1,1,"Nqo2.2"
"Igf2bp3.2",1,1,1,"Igf2bp3.2"
"Csprs",1,1,1,"Csprs"
"Ffar2",7,7,7,"Ffar2"
"Egln1.2",4,4,4,"Egln1.2"
"E2f2.2",2,2,2,"E2f2.2"
"5930434B04Rik.3",7,7,7,"5930434B04Rik.3"
"Ing4.1",2,2,2,"Ing4.1"
"Ly6e",4,4,4,"Ly6e"
"Ing4.2",8,8,8,"Ing4.2"
"Ribc1",3,3,3,"Ribc1"
"Cntln.3",4,4,4,"Cntln.3"
"Sepn1",7,7,7,"Sepn1"
"Lrrk1.1",1,1,1,"Lrrk1.1"
"Slc7a8.1",7,7,7,"Slc7a8.1"
"Tmem107.2",4,4,4,"Tmem107.2"
"Cyp20a1.1",3,3,3,"Cyp20a1.1"
"Bcas1",3,3,3,"Bcas1"
"Tm7sf2",4,4,4,"Tm7sf2"
"1110018J18Rik",4,4,4,"1110018J18Rik"
"Hgfac",1,1,1,"Hgfac"
"1110018J18Rik.1",4,4,4,"1110018J18Rik.1"
"Sema3f.2",5,5,5,"Sema3f.2"
"Helb.2",4,4,4,"Helb.2"
"Inpp5a.1",8,8,8,"Inpp5a.1"
"Dcp1b.1",5,5,5,"Dcp1b.1"
"Enpp1.1",2,2,2,"Enpp1.1"
"Wrn",2,2,2,"Wrn"
"Hmgcl",4,4,4,"Hmgcl"
"Hydin",7,7,7,"Hydin"
"Zfhx3.2",6,6,6,"Zfhx3.2"
"P2ry14.2",1,1,1,"P2ry14.2"
"Etfb.1",3,3,3,"Etfb.1"
"1700027D21Rik",7,7,7,"1700027D21Rik"
"Otub2.2",4,4,4,"Otub2.2"
"Klrk1.3",1,1,1,"Klrk1.3"
"Tle2",7,7,7,"Tle2"
"Ppm1j",1,1,1,"Ppm1j"
"Pabpc1.2",3,3,3,"Pabpc1.2"
"Slc25a28",2,2,2,"Slc25a28"
"Gldc.1",1,1,1,"Gldc.1"
"1700047I17Rik1.1",1,1,1,"1700047I17Rik1.1"
"H2-T10.1",5,5,5,"H2-T10.1"
"1700027N10Rik.1",1,1,1,"1700027N10Rik.1"
"Trim33.3",1,1,1,"Trim33.3"
"1300018I05Rik",1,1,1,"1300018I05Rik"
"Ppap2c.1",4,4,4,"Ppap2c.1"
"Cc2d2a",8,8,8,"Cc2d2a"
"Irf7",1,1,1,"Irf7"
"Pfkl",7,7,7,"Pfkl"
"St6galnac2",2,2,2,"St6galnac2"
"Ndrg1",1,1,1,"Ndrg1"
"Tpm3.3",3,3,3,"Tpm3.3"
"Epm2aip1.4",8,8,8,"Epm2aip1.4"
"Ccl17",3,3,3,"Ccl17"
"Espn.2",2,2,2,"Espn.2"
"Ccdc109b",1,1,1,"Ccdc109b"
"Bmpr1a.1",7,7,7,"Bmpr1a.1"
"Pscdbp",5,5,5,"Pscdbp"
"Cnot2.6",6,6,6,"Cnot2.6"
"Coq2",3,3,3,"Coq2"
"Micall2.2",7,7,7,"Micall2.2"
"Cd226.3",3,3,3,"Cd226.3"
"Optn.1",7,7,7,"Optn.1"
"Pfkfb3",1,1,1,"Pfkfb3"
"Lrig3",6,6,6,"Lrig3"
"Aggf1.3",6,6,6,"Aggf1.3"
"Il12rb2",1,1,1,"Il12rb2"
"Phf11.2",1,1,1,"Phf11.2"
"Cnksr1",3,3,3,"Cnksr1"
"Nol3.6",4,4,4,"Nol3.6"
"Jmjd1a.2",2,2,2,"Jmjd1a.2"
"Golga2.2",7,7,7,"Golga2.2"
"Hmgcl.1",4,4,4,"Hmgcl.1"
"Mycbp.1",3,3,3,"Mycbp.1"
"Mgll.2",7,7,7,"Mgll.2"
"rp9.1",2,2,2,"rp9.1"
"Nsmce1",4,4,4,"Nsmce1"
"Utf1",3,3,3,"Utf1"
"Evi2a.1",1,1,1,"Evi2a.1"
"Derl2.1",3,3,3,"Derl2.1"
"Terf2.2",7,7,7,"Terf2.2"
"H2-D1.2",5,5,5,"H2-D1.2"
"Specc1.2",7,7,7,"Specc1.2"
"Rbbp5.2",4,4,4,"Rbbp5.2"
"AI597468",4,4,4,"AI597468"
"Eml5.2",8,8,8,"Eml5.2"
"Hbp1.2",8,8,8,"Hbp1.2"
"Gnb5.2",1,1,1,"Gnb5.2"
"Sdc3",1,1,1,"Sdc3"
"Agl.1",4,4,4,"Agl.1"
"Slc30a10.2",7,7,7,"Slc30a10.2"
"Rnf138.2",1,1,1,"Rnf138.2"
"LOC435565",1,1,1,"LOC435565"
"Mest.2",7,7,7,"Mest.2"
"Tmem192",1,1,1,"Tmem192"
"Nphp3",4,4,4,"Nphp3"
"Nipa1",1,1,1,"Nipa1"
"Clpx",4,4,4,"Clpx"
"Khk.1",2,2,2,"Khk.1"
"Cort",4,4,4,"Cort"
"Tnfsf13b",7,7,7,"Tnfsf13b"
"Acox3.2",8,8,8,"Acox3.2"
"Ifnar2.1",5,5,5,"Ifnar2.1"
"Hormad2",7,7,7,"Hormad2"
"Adh4",3,3,3,"Adh4"
"Speer2.1",3,3,3,"Speer2.1"
"Mak10.1",6,6,6,"Mak10.1"
"Dfna5h",4,4,4,"Dfna5h"
"B4galt1",2,2,2,"B4galt1"
"Snupn",4,4,4,"Snupn"
"Mkln1.1",1,1,1,"Mkln1.1"
"Rgs1.2",3,3,3,"Rgs1.2"
"Mdm1.8",4,4,4,"Mdm1.8"
"Pex7.1",3,3,3,"Pex7.1"
"Rilpl2",3,3,3,"Rilpl2"
"Wbp1.1",2,2,2,"Wbp1.1"
"Vdac1.1",3,3,3,"Vdac1.1"
"Tmem101",3,3,3,"Tmem101"
"Gm414.1",7,7,7,"Gm414.1"
"Ccdc18.2",4,4,4,"Ccdc18.2"
"Lrp12.1",7,7,7,"Lrp12.1"
"Samhd1.1",1,1,1,"Samhd1.1"
"4933430I17Rik",2,2,2,"4933430I17Rik"
"Znhit1",4,4,4,"Znhit1"
"Nthl1",3,3,3,"Nthl1"
"Ikbkg.2",6,6,6,"Ikbkg.2"
"Chd9.1",1,1,1,"Chd9.1"
"Ezh2.2",3,3,3,"Ezh2.2"
"Dcp1a.2",6,6,6,"Dcp1a.2"
"Fbxl10.7",6,6,6,"Fbxl10.7"
"Tjp3",4,4,4,"Tjp3"
"Fbln1.2",1,1,1,"Fbln1.2"
"Map1lc3b",2,2,2,"Map1lc3b"
"Inppl1.2",4,4,4,"Inppl1.2"
"Trpc4ap.2",7,7,7,"Trpc4ap.2"
"Rasa1",5,5,5,"Rasa1"
"Hexdc.1",4,4,4,"Hexdc.1"
"1810026J23Rik",6,6,6,"1810026J23Rik"
"Gria3.2",7,7,7,"Gria3.2"
"Top1.1",6,6,6,"Top1.1"
"Sh3bp1",2,2,2,"Sh3bp1"
"Gpld1.1",7,7,7,"Gpld1.1"
"Gspt2",3,3,3,"Gspt2"
"Mllt4.2",7,7,7,"Mllt4.2"
"Ccl4",3,3,3,"Ccl4"
"Nrp1.1",1,1,1,"Nrp1.1"
"Bmp1.2",3,3,3,"Bmp1.2"
"H2-Q7",5,5,5,"H2-Q7"
"Plxnc1",3,3,3,"Plxnc1"
"Pif1",4,4,4,"Pif1"
"Stambpl1",5,5,5,"Stambpl1"
"En2",1,1,1,"En2"
"Tspan6.1",7,7,7,"Tspan6.1"
"Pkp4.3",1,1,1,"Pkp4.3"
"Snx21.1",4,4,4,"Snx21.1"
"C030048B08Rik.1",8,8,8,"C030048B08Rik.1"
"Dbndd2.2",2,2,2,"Dbndd2.2"
"Furin.2",3,3,3,"Furin.2"
"Slfn10.2",4,4,4,"Slfn10.2"
"Mtmr14.3",7,7,7,"Mtmr14.3"
"Scotin.2",5,5,5,"Scotin.2"
"Plp2",2,2,2,"Plp2"
"Cetn4.1",4,4,4,"Cetn4.1"
"H2-Q5.1",5,5,5,"H2-Q5.1"
"Slc13a3.1",3,3,3,"Slc13a3.1"
"Fut8",1,1,1,"Fut8"
"Slc25a23",2,2,2,"Slc25a23"
"Ctdspl",4,4,4,"Ctdspl"
"Npc1.1",7,7,7,"Npc1.1"
"Clspn.1",4,4,4,"Clspn.1"
"Trim26",5,5,5,"Trim26"
"Fcrl1.2",6,6,6,"Fcrl1.2"
"Dok1.2",1,1,1,"Dok1.2"
"Fhit",7,7,7,"Fhit"
"Btla",6,6,6,"Btla"
"Kif3a.2",4,4,4,"Kif3a.2"
"Rab5b",8,8,8,"Rab5b"
"Ifnar2.2",5,5,5,"Ifnar2.2"
"Zwint",3,3,3,"Zwint"
"Tgm2",4,4,4,"Tgm2"
"Adora2b",4,4,4,"Adora2b"
"Ar",1,1,1,"Ar"
"Cln6.1",4,4,4,"Cln6.1"
"Rdh12",1,1,1,"Rdh12"
"Zfp629",7,7,7,"Zfp629"
"Adc.1",7,7,7,"Adc.1"
"Gbp5.1",3,3,3,"Gbp5.1"
"C76566.5",7,7,7,"C76566.5"
"Hes6.1",2,2,2,"Hes6.1"
"Usp22.2",7,7,7,"Usp22.2"
"2410008K03Rik",2,2,2,"2410008K03Rik"
"Gpr83",8,8,8,"Gpr83"
"D0H4S114",1,1,1,"D0H4S114"
"Capn2.2",5,5,5,"Capn2.2"
"Cdkn1a.2",4,4,4,"Cdkn1a.2"
"Myh10",3,3,3,"Myh10"
"Clic4.2",3,3,3,"Clic4.2"
"9130227C08Rik",4,4,4,"9130227C08Rik"
"H2-DMb2.1",8,8,8,"H2-DMb2.1"
"Oasl2.1",1,1,1,"Oasl2.1"
"Eif3k",3,3,3,"Eif3k"
"Acly",7,7,7,"Acly"
"Fto",7,7,7,"Fto"
"Uck2.2",3,3,3,"Uck2.2"
"Pef1",7,7,7,"Pef1"
"Lpxn",2,2,2,"Lpxn"
"St5.1",7,7,7,"St5.1"
"Ccl9",6,6,6,"Ccl9"
"1500011H22Rik",4,4,4,"1500011H22Rik"
"Hmgcl.2",4,4,4,"Hmgcl.2"
"Loh11cr2a",1,1,1,"Loh11cr2a"
"Snx11",6,6,6,"Snx11"
"Mrpl51.2",3,3,3,"Mrpl51.2"
"Ap2s1.2",4,4,4,"Ap2s1.2"
"Als2cr4.3",3,3,3,"Als2cr4.3"
"2810417H13Rik",4,4,4,"2810417H13Rik"
"Il2rb",7,7,7,"Il2rb"
"Bbs12.1",3,3,3,"Bbs12.1"
"Dexi.1",2,2,2,"Dexi.1"
"Pcx",7,7,7,"Pcx"
"Axl",1,1,1,"Axl"
"Amotl1.1",1,1,1,"Amotl1.1"
"Aff4",8,8,8,"Aff4"
"Tep1",4,4,4,"Tep1"
"9130211I03Rik",7,7,7,"9130211I03Rik"
"Esrrb",7,7,7,"Esrrb"
"Mpst",4,4,4,"Mpst"
"Retsat.1",7,7,7,"Retsat.1"
"Tnfrsf8.1",7,7,7,"Tnfrsf8.1"
"Csrp2",4,4,4,"Csrp2"
"Cox6b2.1",7,7,7,"Cox6b2.1"
"Mgat4b.1",7,7,7,"Mgat4b.1"
"St14.1",4,4,4,"St14.1"
"Fgfr1op2.1",4,4,4,"Fgfr1op2.1"
"Ccl4.1",3,3,3,"Ccl4.1"
"Akt3.1",1,1,1,"Akt3.1"
"Cdkn2c.1",4,4,4,"Cdkn2c.1"
"Arl4a.2",5,5,5,"Arl4a.2"
"Sirt6.2",4,4,4,"Sirt6.2"
"Pbx4.1",7,7,7,"Pbx4.1"
"Phldb1.3",7,7,7,"Phldb1.3"
"Zfp608.2",7,7,7,"Zfp608.2"
"AA467197",1,1,1,"AA467197"
"Gas2l3.1",4,4,4,"Gas2l3.1"
"Nphp1",3,3,3,"Nphp1"
"Gnas.5",4,4,4,"Gnas.5"
"B230342M21Rik",8,8,8,"B230342M21Rik"
"Rpl41",5,5,5,"Rpl41"
"Dync2li1",1,1,1,"Dync2li1"
"Piga.1",4,4,4,"Piga.1"
"Sncg.1",4,4,4,"Sncg.1"
"Hes6.2",2,2,2,"Hes6.2"
"H2-T23.2",5,5,5,"H2-T23.2"
"Fut10.3",2,2,2,"Fut10.3"
"Sap30",7,7,7,"Sap30"
"Etv6",3,3,3,"Etv6"
"Myo1g",5,5,5,"Myo1g"
"2310007H09Rik.1",3,3,3,"2310007H09Rik.1"
"Prpf4.1",6,6,6,"Prpf4.1"
"Pacsin2.1",3,3,3,"Pacsin2.1"
"Ppp1r1b.2",3,3,3,"Ppp1r1b.2"
"Car5b.2",1,1,1,"Car5b.2"
"Gab1",7,7,7,"Gab1"
"Capn5",4,4,4,"Capn5"
"Irf6.1",2,2,2,"Irf6.1"
"Stoml1.2",1,1,1,"Stoml1.2"
"Lif.3",4,4,4,"Lif.3"
"Ndufb8",3,3,3,"Ndufb8"
"Triobp.1",2,2,2,"Triobp.1"
"Ehbp1l1",7,7,7,"Ehbp1l1"
"Mrpl48.4",3,3,3,"Mrpl48.4"
"Mllt11.1",6,6,6,"Mllt11.1"
"Mtmr14.4",4,4,4,"Mtmr14.4"
"Hacl1.1",4,4,4,"Hacl1.1"
"Extl1",7,7,7,"Extl1"
"2010001M09Rik",8,8,8,"2010001M09Rik"
"Gpx3",7,7,7,"Gpx3"
"Rufy4",1,1,1,"Rufy4"
"Glg1",2,2,2,"Glg1"
"2310047D13Rik",3,3,3,"2310047D13Rik"
"Ptgir",4,4,4,"Ptgir"
"Reck",2,2,2,"Reck"
"Cnpy2",4,4,4,"Cnpy2"
"Wdr54",4,4,4,"Wdr54"
"Tal2",3,3,3,"Tal2"
"Adam15.2",7,7,7,"Adam15.2"
"Akr1b8",1,1,1,"Akr1b8"
"Zfp609.1",7,7,7,"Zfp609.1"
"Kcnk6.3",3,3,3,"Kcnk6.3"
"B930037P14Rik",2,2,2,"B930037P14Rik"
"Csnk1g2.2",8,8,8,"Csnk1g2.2"
"Nfrkb.1",8,8,8,"Nfrkb.1"
"Gngt2.1",2,2,2,"Gngt2.1"
"Cebpd.1",4,4,4,"Cebpd.1"
"Ccdc120",7,7,7,"Ccdc120"
"Chchd6",3,3,3,"Chchd6"
"Hist2h3c1.1",3,3,3,"Hist2h3c1.1"
"Nrp2.3",7,7,7,"Nrp2.3"
"Pttg1",7,7,7,"Pttg1"
"Marcksl1.2",6,6,6,"Marcksl1.2"
"Cryz.3",4,4,4,"Cryz.3"
"2310022B05Rik",4,4,4,"2310022B05Rik"
"Carhsp1",4,4,4,"Carhsp1"
"Pde6d.3",4,4,4,"Pde6d.3"
"Sco1.1",3,3,3,"Sco1.1"
"Tk1.3",4,4,4,"Tk1.3"
"Slc2a6",3,3,3,"Slc2a6"
"Hdhd3",3,3,3,"Hdhd3"
"R74862",4,4,4,"R74862"
"Mef2b.1",8,8,8,"Mef2b.1"
"Nhedc2.1",3,3,3,"Nhedc2.1"
"Ifit3.1",1,1,1,"Ifit3.1"
"Nme4.2",3,3,3,"Nme4.2"
"Bcas2",3,3,3,"Bcas2"
"Slamf9",1,1,1,"Slamf9"
"Psenen",5,5,5,"Psenen"
"Rasgrp1.2",2,2,2,"Rasgrp1.2"
"Got1l1",7,7,7,"Got1l1"
"Agrp",4,4,4,"Agrp"
"Wbscr27",2,2,2,"Wbscr27"
"Tmem16k",5,5,5,"Tmem16k"
"Treml2",2,2,2,"Treml2"
"Alms1.1",4,4,4,"Alms1.1"
"Psrc1",7,7,7,"Psrc1"
"Grp",7,7,7,"Grp"
"LOC225594",1,1,1,"LOC225594"
"Tcf4.1",5,5,5,"Tcf4.1"
"Oas3.1",1,1,1,"Oas3.1"
"Trim16",7,7,7,"Trim16"
"Vegfb",7,7,7,"Vegfb"
"Sntb2.1",4,4,4,"Sntb2.1"
"Zdhhc18",1,1,1,"Zdhhc18"
"Osbpl3.2",7,7,7,"Osbpl3.2"
"EG545758",7,7,7,"EG545758"
"Rad21",1,1,1,"Rad21"
"Abcd3.1",3,3,3,"Abcd3.1"
"Dmwd.2",4,4,4,"Dmwd.2"
"Jun",6,6,6,"Jun"
"9930111J21Rik",1,1,1,"9930111J21Rik"
"Cyb5.1",2,2,2,"Cyb5.1"
"Ift52.1",4,4,4,"Ift52.1"
"Lman2l.1",2,2,2,"Lman2l.1"
"Plekhf1.1",4,4,4,"Plekhf1.1"
"Hdac5.2",2,2,2,"Hdac5.2"
"Gsdmdc1.2",5,5,5,"Gsdmdc1.2"
"Stard10.1",7,7,7,"Stard10.1"
"Soat1.1",4,4,4,"Soat1.1"
"Agpat4",3,3,3,"Agpat4"
"Fth1.1",8,8,8,"Fth1.1"
"Nos3.3",4,4,4,"Nos3.3"
"Whsc1.1",3,3,3,"Whsc1.1"
"Snx25.2",3,3,3,"Snx25.2"
"Kbtbd10",3,3,3,"Kbtbd10"
"Chkb",8,8,8,"Chkb"
"Mtap6.3",1,1,1,"Mtap6.3"
"2510009E07Rik.2",5,5,5,"2510009E07Rik.2"
"Msh6.1",3,3,3,"Msh6.1"
"Emr1.2",7,7,7,"Emr1.2"
"Camkk1",8,8,8,"Camkk1"
"Bzrap1",7,7,7,"Bzrap1"
"1110007L15Rik.3",3,3,3,"1110007L15Rik.3"
"Chkb.1",8,8,8,"Chkb.1"
"Gm885.1",7,7,7,"Gm885.1"
"Il18r1",5,5,5,"Il18r1"
"2210012G02Rik.2",4,4,4,"2210012G02Rik.2"
"Cdh15",3,3,3,"Cdh15"
"Espn.3",2,2,2,"Espn.3"
"Kif15.2",4,4,4,"Kif15.2"
"Trpt1.2",4,4,4,"Trpt1.2"
"2010007H12Rik.1",2,2,2,"2010007H12Rik.1"
"Eomes",3,3,3,"Eomes"
"4833439L19Rik.2",3,3,3,"4833439L19Rik.2"
"Mboat2.3",4,4,4,"Mboat2.3"
"Pqlc3.3",7,7,7,"Pqlc3.3"
